lp,src,mt,ref,score,system,annotators,domain,year
en-de,"Audio Inputs - 6 balanced or S/PDIF audio (each selectable) on terminal blocks, one for each of the 2 universal video and 4 computer graphics video inputs.","Audioeingänge - 6 symmetrische oder S / PDIF-Audio (jeweils wählbar) auf Klemmenblöcken, einer für jeden der 2 universellen Video- und 4 Computergrafik-Videoeingänge.","Audioeingänge: 6 Balanced oder S/PDIF-Audio (jeweils auswählbar) an Terminalblocks, jeweils eins für die 2 Universal- und 4 Computergrafik-Videoeingänge.",99.0,Online-A,1,ecommerce,2022
en-de,All our comics are sent bagged as standard.,Alle unsere Comics werden standardmäßig verpackt verschickt.,Alle unsere Comics werden standardmäßig in Beuteln verpackt versendet.,99.0,Online-A,1,ecommerce,2022
en-de,"In addition, the older items are usually boarded as well.",Darüber hinaus werden in der Regel auch die älteren Gegenstände verbrettert.,Ältere Exemplare werden zudem auf eine Kartonunterlage gelegt.,85.0,Online-A,1,ecommerce,2022
en-de,The newer items are bagged only.,Die neueren Artikel werden nur in Säcken verpackt.,Neuere Exemplare werden nur in Beuteln verpackt.,99.0,Online-A,1,ecommerce,2022
en-de,"In addition to the above item, we have over 250,000 comics in stock, including both back issues and new items.","Zusätzlich zu dem oben genannten Artikel haben wir über 250.000 Comics auf Lager, darunter sowohl frühere Ausgaben als auch neue Artikel.","Neben dem obigen Artikel haben wir mehr als 250.000 Comics auf Lager, sowohl frühere Ausgaben als auch neue Artikel.",100.0,Online-A,1,ecommerce,2022
en-de,All our comics are supplied from our real world store enabling us to offer a huge range of comics via auction.,"Alle unsere Comics werden aus unserem Real-World-Shop geliefert, so dass wir eine große Auswahl an Comics per Auktion anbieten können.","Alle unsere Comics werden von unserem physischen Geschäft aus geliefert, wodurch wir eine riesige Comic-Auswahl per Versteigerung anbieten können.",84.0,Online-A,1,ecommerce,2022
en-de,We've probably got what you're looking for!,"Wir haben wahrscheinlich, was Sie suchen!","Wahrscheinlich haben wir, wonach Sie suchen!",100.0,Online-A,1,ecommerce,2022
en-de,"(If placing multiple orders, please request an invoice for the correct amount BEFORE paying.)","(Wenn Sie mehrere Bestellungen aufgeben, fordern Sie bitte VOR der Zahlung eine Rechnung über den korrekten Betrag an.)","(Wenn Sie mehrere Bestellungen aufgeben, fordern Sie bitte VOR der Zahlung eine Rechnung über den korrekten Betrag an.)",99.0,Online-A,1,ecommerce,2022
en-de,This item is an original American comic and is in English!,Dieser Artikel ist ein original amerikanischer Comic und ist auf Englisch!,Dieser Artikel ist ein amerikanischer Original-Comic und in englischer Sprache verfasst!,99.0,Online-A,1,ecommerce,2022
en-de,Please note that all our comics in every grade (EVEN POOR) will be complete unless stated otherwise in the listing!,"Bitte beachten Sie, dass alle unsere Comics in jeder Klasse (AUCH SCHLECHT) vollständig sind, sofern in der Auflistung nicht anders angegeben!","Bitte beachten Sie, dass alle unsere Comics aller Zustandsklassen (SELBST SCHLECHT) vollständig sind, sofern im Angebot nicht anders angegeben!",100.0,Online-A,1,ecommerce,2022
en-de,Please take the time to review both the attached cover scan and detailed grade description above to ensure that this particular comic is in the condition you require.,"Bitte nehmen Sie sich die Zeit, sowohl den beigefügten Cover-Scan als auch die detaillierte Notenbeschreibung oben zu überprüfen, um sicherzustellen, dass sich dieser bestimmte Comic in dem von Ihnen gewünschten Zustand befindet.","Nehmen Sie sich die Zeit, sowohl den angehängten Scan der Titelseite als auch die detaillierte Zustandsbeschreibung oben genau zu prüfen, um sicherzugehen, dass dieser Comic den von Ihnen gewünschten Zustand aufweist.",67.0,Online-A,1,ecommerce,2022
en-de,Most of our listings offer Multi-Buy discounts.,Die meisten unserer Angebote bieten Multi-Buy-Rabatte.,Für die meisten unserer Angebote gilt ein Rabatt für den Kauf mehrerer Artikel.,100.0,Online-A,1,ecommerce,2022
en-de,The items can be ANY combination of ANY ITEMS included in the Multi-Buy.,"Die Artikel können JEDE Kombination aus ALLEN GEGENSTÄNDEN sein, die im Multi-Buy enthalten sind.","Bei den Artikel kann es sich um BELIEBIGE Kombinationen ALLER ARTIKEL handeln, für die der Rabatt gilt.",99.0,Online-A,1,ecommerce,2022
en-de,They DO NOT have to be multiple copies of the same item.,Sie müssen NICHT mehrere Kopien desselben Artikels sein.,Es müssen NICHT mehrere Kopien des gleichen Artikels sein.,99.0,Online-A,1,ecommerce,2022
en-de,Just pick the required total quantity and you'll automatically be given the discount on all of them!,Wählen Sie einfach die gewünschte Gesamtmenge und Sie erhalten automatisch den Rabatt auf alle von ihnen!,"Wählen Sie einfach die gewünschte Gesamtanzahl aus, und Sie erhalten automatisch den Rabatt für alle Artikel!",99.0,Online-A,1,ecommerce,2022
en-de,Some of our items include the option to place a best offer.,"Einige unserer Artikel beinhalten die Möglichkeit, ein bestes Angebot zu platzieren.","Für manche unserer Artikel besteht die Option, ein bestes Angebot abzugeben.",99.0,Online-A,1,ecommerce,2022
en-de,"If there is a Best Offer option, we'll consider any reasonable offer.","Wenn es eine Bestpreisoption gibt, werden wir jedes vernünftige Angebot berücksichtigen.","Wenn eine Option für ein bestes Angebot vorhanden ist, prüfen wir jedes angemessene Angebot.",99.0,Online-A,1,ecommerce,2022
en-de,We do not list ANY comics as Mint condition.,Wir listen KEINE Comics als Mint-Zustand auf.,Wir bieten KEINE Comics in einwandfreiem Zustand an.,99.0,Online-A,1,ecommerce,2022
en-de,"In our view, this grade does not exist.",Aus unserer Sicht gibt es diese Note nicht.,Unserer Ansicht nach gibt es diese Klasse nicht.,97.0,Online-A,1,ecommerce,2022
en-de,"Comic books are mass produced paper items, handled many times often with little care before even reaching the shop or newsstand to be offered for sale.","Comics sind massenproduzierte Papierartikel, die oft mit wenig Sorgfalt behandelt werden, bevor sie überhaupt den Laden oder Kiosk erreichen, um zum Verkauf angeboten zu werden.","Comics sind Papierartikel aus Massenfertigung, die oft ohne besondere Sorgfalt gehandhabt werden, noch bevor sie im Geschäft oder Kiosk zum Kauf angeboten werden.",99.0,Online-A,1,ecommerce,2022
en-de,"EVERY COMIC, even a brand new one, will have some form of minor defect if you get out a magnifying glass and look closely enough.","JEDER Comic, auch ein brandneuer, wird eine Form von geringfügigem Defekt haben, wenn Sie eine Lupe herausholen und genau genug hinsehen.","JEDER COMIC, auch ein völlig neuer, weist bestimmt geringfügige Mängel auf, wenn Sie mit der Lupe danach suchen.",91.0,Online-A,1,ecommerce,2022
en-de,"If you are intent on finding comic book perfection, or CGC guaranteed results, it would probably be best to view the comics in person at our store before bidding!","Wenn Sie beabsichtigen, Comic-Perfektion oder CGC-garantierte Ergebnisse zu finden, wäre es wahrscheinlich am besten, die Comics persönlich in unserem Geschäft zu sehen, bevor Sie bieten!","Wenn Sie Comics in perfektem Zustand oder mit CGC-Garantien wünschen, sollten Sie sich die Comics persönlich in unserem Geschäft anschauen, bevor Sie ein Angebot abgeben!",99.0,Online-A,1,ecommerce,2022
en-de,This has a 1-3 day delivery estimate.,Dies hat eine Lieferschätzung von 1-3 Tagen.,Die Lieferzeit beträgt voraussichtlich 1-3 Tage.,80.5,Online-A,1,ecommerce,2022
en-de,"If you require a next-day delivery, we do offer a Royal Mail Special Delivery 1pm service.","Wenn Sie eine Lieferung am nächsten Tag benötigen, bieten wir einen Royal Mail Special Delivery 1pm-Service an.","Wenn eine Lieferung am nächsten Tag erforderlich ist, bieten wir Royal Mail mit Sonderzustellung bis 13 Uhr.",67.0,Online-A,1,ecommerce,2022
en-de,"For Europe, most orders take between 3-5 days to arrive in the country and for the rest of the world 5-7 days.","Für Europa dauern die meisten Bestellungen zwischen 3-5 Tagen, um im Land anzukommen, und für den Rest der Welt 5-7 Tage.","Für Europa dauert es für die meisten Bestellungen 3-5 Tage, bis sie im Land ankommen, und im Rest der Welt 5-7 Tage.",100.0,Online-A,1,ecommerce,2022
en-de,"After that, we cannot offer an estimate on delivery times as it comes down to individual country's postal service and customs if outside of the EU.","Danach können wir keine Schätzung der Lieferzeiten abgeben, da es auf den Postdienst und den Zoll des jeweiligen Landes außerhalb der EU ankommt.","Danach können wir keine Angaben zu Lieferfristen machen, da dies vom Postdienst des betreffenden Landes und bei Versand außerhalb der EU vom Zoll abhängt.",92.0,Online-A,1,ecommerce,2022
en-de,Q. Can I exchange for a different size/item?,Q. Kann ich gegen eine andere Größe/einen anderen Artikel umtauschen?,Q. Kann ich den Artikel gegen eine andere Größe/einen anderen Artikel umtauschen?,99.0,Online-A,1,ecommerce,2022
en-de,"A. Yes, there are two ways this can be done.","Ein. Ja, es gibt zwei Möglichkeiten, dies zu tun.","A. Ja, dafür gibt es zwei Möglichkeiten.",100.0,Online-A,1,ecommerce,2022
en-de,1) Please contact us asking for a returns address.,1) Bitte kontaktieren Sie uns und fragen Sie nach einer Rücksendeadresse.,"1) Bitte kontaktieren Sie uns, um eine Rückgabeadresse anzufordern.",99.0,Online-A,1,ecommerce,2022
en-de,"When you send the item back, you must include a note stating your eBay ID and the size that you require.","Wenn Sie den Artikel zurücksenden, müssen Sie einen Vermerk mit Ihrem eBay-Mitgliedsnamen und der von Ihnen gewünschten Größe beifügen.","Wenn Sie den Artikel zurücksenden, müssen Sie eine Notiz mit Ihrer eBay-ID und der gewünschten Größe beilegen.",100.0,Online-A,1,ecommerce,2022
en-de,"If you placed an international order, half of the shipping original charged would be applied again.","Wenn Sie eine internationale Bestellung aufgegeben haben, wird die Hälfte des ursprünglich berechneten Versands erneut angewendet.","Wenn Sie eine internationale Bestellung aufgegeben haben, wird die Hälfte der ursprünglichen Versandgebühr erneut berechnet.",100.0,Online-A,1,ecommerce,2022
en-de,2) Use the eBay option to return an item.,"2) Verwenden Sie die eBay-Option, um einen Artikel zurückzugeben.","2) Nutzen Sie die eBay-Option, um einen Artikel zurückzugeben.",100.0,Online-A,1,ecommerce,2022
en-de,"This option is also suitable if you would like a refund, as once we have received the item back we will refund you; if you need an exchange, please purchase the correct item either before or after the refund as required.","Diese Option ist auch geeignet, wenn Sie eine Rückerstattung wünschen, denn sobald wir den Artikel zurückerhalten haben, erstatten wir Ihnen eine Rückerstattung; Wenn Sie einen Umtausch benötigen, kaufen Sie bitte den richtigen Artikel entweder vor oder nach der Rückerstattung nach Bedarf.","Diese Option eignet sich auch, wenn Sie eine Erstattung wünschen, da wir Ihnen den Betrag erstatten, sobald der Artikel bei uns eingegangen ist; wenn Sie einen Umtausch wünschen, kaufen Sie bitte den korrekten Artikel vor oder nach der Erstattung.",97.0,Online-A,1,ecommerce,2022
en-de,Using Replaceable Standard Double Edge Blades just like the classic safety razor - Meaning you don't have to worry about stropping and sharpening and yet enjoy the closeness of a straight razor shave!,"Verwenden Sie austauschbare Standard Double Edge Blades wie den klassischen Rasierer - Das bedeutet, dass Sie sich keine Sorgen um das Streichen und Schärfen machen müssen und dennoch die Nähe einer Rasur genießen müssen!","Genau wie beim klassischen Sicherheitsrasierer werden Standard-Doppelklingen verwendet - das bedeutet, dass Sie sich nicht um Abstreichen und Schärfen kümmern müssen und dennoch das Rasiergefühl durch eine Rasierklinge erleben!",99.0,Online-A,1,ecommerce,2022
en-de,Perfect for beginners who want to try the art of Shaving with Straight Razors.,"Perfekt für Anfänger, die die Kunst des Rasierens mit Rasiermessern ausprobieren möchten.","Perfekt für Anfänger, die die Kunst des Rasierens mit Rasiermessern ausprobieren möchten.",99.0,Online-A,1,ecommerce,2022
en-de,Three or five blade razors irritate the skin much more and you need to press it hard against your skin to use them.,"Drei oder fünf Rasierklingen reizen die Haut viel mehr und Sie müssen sie hart gegen Ihre Haut drücken, um sie zu benutzen.","Rasierer mit drei oder fünf Klingen reizen die Haut viel stärker, und Sie müssen sie zur Verwendung fest auf Ihre Haut drücken.",99.0,Online-A,1,ecommerce,2022
en-de,"Therefore, this shaving product is so great and often using for better skin care products than the average shaver.",Daher ist dieses Rasierprodukt so großartig und wird oft für bessere Hautpflegeprodukte verwendet als der durchschnittliche Rasierer.,Daher ist dieses Rasierprodukt so großartig und sorgt oft für bessere Hautpflege als durchschnittliche Rasierer.,99.0,Online-A,1,ecommerce,2022
en-de,Your face will thank you later.,Dein Gesicht wird es dir später danken.,Ihr Gesicht wird es Ihnen einmal danken.,99.0,Online-A,1,ecommerce,2022
en-de,Ready to Use with one Pack of Blades,Gebrauchsfertig mit einer Packung Klingen,Sofort verwendbar mit einem Pack Klingen,99.0,Online-A,1,ecommerce,2022
en-de,Comes in a Haryali London Gift Designer Box,Wird in einer Haryali London Geschenk-Designer-Box geliefert,In einer Designer-Geschenkbox von Haryali London,99.0,Online-A,1,ecommerce,2022
en-de,Images are of actual items so you can be confident that what you see is what you get.,"Bilder sind von tatsächlichen Gegenständen, so dass Sie sicher sein können, dass das, was Sie sehen, das ist, was Sie bekommen.","Die Bilder stellen die tatsächlichen Produkte dar, Sie können also darauf vertrauen, genau das zu erhalten, was Sie hier sehen.",91.0,Online-A,1,ecommerce,2022
en-de,Haryali London instruments have a life time warranty against defects in materials and workmanship.,Haryali London Instrumente haben eine lebenslange Garantie gegen Material- und Verarbeitungsfehler.,Für Instrumente von Haryali London gilt eine lebenslange Garantie für Material- und Herstellungsfehler.,95.5,Online-A,1,ecommerce,2022
en-de,Any product which proves to be defective will be repaired or replaced free of charge.,"Jedes Produkt, das sich als defekt erweist, wird kostenlos repariert oder ersetzt.","Jedes Produkt, das sich als fehlerhaft erweist, wird kostenlos repariert oder ersetzt.",95.5,Online-A,1,ecommerce,2022
en-de,"We guarantee against breakage, joint failure, and corrosion under normal use.","Wir garantieren gegen Bruch, Fugenversagen und Korrosion bei normalem Gebrauch.","Wir bieten eine Garantie für Bruch, Gelenkversagen und Rost unter normalen Nutzungsbedingungen.",91.5,Online-A,1,ecommerce,2022
en-de,Warranty does not apply to normal wear and tear and use of the instrumentation beyond their limitations.,Die Garantie gilt nicht für normale Abnutzung und Verwendung der Instrumentierung über ihre Grenzen hinaus.,Die Garantie erstreckt sich nicht auf normale Abnutzung und Verwendung der Instrumente über ihre bestimmungsgemäße Nutzung hinaus.,83.0,Online-A,1,ecommerce,2022
en-de,It also excludes the improper usage of an instrument in a way that the particular instrument was designed and intended to be used.,"Es schließt auch die unsachgemäße Verwendung eines Instruments in einer Weise aus, dass das jeweilige Instrument entworfen wurde und verwendet werden sollte.","Ebenfalls ausgeschlossen ist die unsachgemäße Nutzung eines Instruments in einer Weise, für die das betreffende Instrument nicht entworfen und vorgesehen ist.",92.0,Online-A,1,ecommerce,2022
en-de,"Moreover, instruments damaged in an abusive or accidental manner are also excluded by this warranty.","Darüber hinaus sind auch Instrumente, die missbräuchlich oder versehentlich beschädigt wurden, von dieser Garantie ausgeschlossen.","Zudem sind auch Instrumente, die durch falsche Verwendung oder Unfälle beschädigt wurden, von dieser Garantie ausgeschlossen.",93.0,Online-A,1,ecommerce,2022
en-de,PayPal – Only form of Payment that we Accept.,"PayPal – Einzige Zahlungsart, die wir akzeptieren.",PayPal – die einzige von uns akzeptierte Zahlungsweise.,91.0,Online-A,1,ecommerce,2022
en-de,"If customers are not fully satisfied with our product, simply return the item to us in an unused condition and we will process a refund once the item is received.","Wenn Kunden mit unserem Produkt nicht vollständig zufrieden sind, senden Sie den Artikel einfach in einem unbenutzten Zustand an uns zurück und wir werden eine Rückerstattung vornehmen, sobald der Artikel eingegangen ist.","Wenn Kunden nicht vollkommen mit unserem Produkt zufrieden sind, kann der Artikel einfach in unbenutztem Zustand zurückgegeben werden, und wir veranlassen eine Erstattung, sobald der Artikel bei uns eingeht.",92.0,Online-A,1,ecommerce,2022
en-de,"If you have any questions, then kindly please contact us via the ‘Ask a question’ Tab which is located on the bottom of the listing page.","Wenn Sie Fragen haben, kontaktieren Sie uns bitte über den Tab ""Frage stellen"", der sich unten auf der Angebotsseite befindet.","Wenn Sie Fragen haben, kontaktieren Sie uns bitte über die Registerkarte „Eine Frage stellen“ unten auf der Angebotsseite.",91.0,Online-A,1,ecommerce,2022
en-de,Our customer satisfaction is at the top of our priority.,Unsere Kundenzufriedenheit steht bei uns an erster Stelle.,Die Zufriedenheit unserer Kunden hat bei uns höchste Priorität.,91.0,Online-A,1,ecommerce,2022
en-de,The maximum compensation level for this service is £500 and delivery times vary from destination to destination.,Die maximale Entschädigung für diesen Service beträgt £ 500 und die Lieferzeiten variieren von Ziel zu Ziel.,Die maximale Entschädigung für diesen Service beträgt £500 und die Lieferzeiten sind je nach Ziel unterschiedlich.,100.0,Online-A,1,ecommerce,2022
en-de,Also available at extra cost if required is next day international deliveries by FEDEX global express.,Bei Bedarf sind auch internationale Lieferungen von FEDEX global express am nächsten Tag gegen Aufpreis verfügbar.,Gegen eine Zusatzgebühr und auf Anfrage sind auch internationale Lieferungen am nächsten Tag über FEDEX Global Express möglich.,100.0,Online-A,1,ecommerce,2022
en-de,This is on a quote only basis and you need to supply us with your address for a quotation.,Dies geschieht nur auf Angebotsbasis und Sie müssen uns Ihre Adresse für ein Angebot mitteilen.,"Hierfür muss ein Angebot angefordert werden, und Sie müssen Ihre Adresse angeben, damit ein Angebot für Sie erstellt werden kann.",100.0,Online-A,1,ecommerce,2022
en-de,The maximum compensation level on this service is $1000 Terms of Sale.,Die maximale Vergütungsstufe für diesen Service beträgt 1000 US-Dollar Verkaufsbedingungen.,Die maximale Entschädigungshöhe für diesen Service beträgt $1000 Verkaufsbedingungen.,100.0,Online-A,1,ecommerce,2022
en-de,All sales are final and we expect payment within 5 working days.,Alle Verkäufe sind endgültig und wir erwarten die Zahlung innerhalb von 5 Werktagen.,Alle Verkäufe sind endgültig und wir erwarten die Zahlung innerhalb von 5 Werktagen.,100.0,Online-A,1,ecommerce,2022
en-de,We offer a 30 day refund policy for items as long as they are received back in the original condition they were shipped in with all original packaging and they have not been tampered with.,"Wir bieten eine 30-tägige Rückerstattungsrichtlinie für Artikel an, solange sie im Originalzustand zurückerhalten werden, in dem sie mit der Originalverpackung versandt wurden und sie nicht manipuliert wurden.","Im Rahmen unserer Erstattungsrichtlinie gewähren wir eine 30-Tages-Frist für Artikel, die in dem Zustand zurückgegeben werden, in dem sie sich bei Versand befanden, und die originalverpackt und unbeschädigt sind.",100.0,Online-A,1,ecommerce,2022
en-de,"We reserve the right to place restrictions on payment terms for items shipped to certain international destinations, such as ones where there is a high risk of fraud.","Wir behalten uns das Recht vor, die Zahlungsbedingungen für Artikel, die an bestimmte internationale Ziele versandt werden, einzuschränken, z. B. solche, bei denen ein hohes Betrugsrisiko besteht.","Wir behalten uns das Recht vor, strenge Einschränkungen der Zahlungsbedingungen für Artikel vorzunehmen, die an bestimmte internationale Ziele verschickt werden, beispielsweise wenn ein hohes Betrugsrisiko besteht.",100.0,Online-A,1,ecommerce,2022
en-de,"We have been selling here on eBay for over a decade now, offering high quality items at great prices.",Wir verkaufen hier seit über einem Jahrzehnt bei eBay und bieten qualitativ hochwertige Artikel zu günstigen Preisen an.,Wir verkaufen bereits seit über zehn Jahren auf eBay und bieten hochwertige Artikel zu hervorragenden Preisen an.,100.0,Online-A,1,ecommerce,2022
en-de,We both buy and sell premium brand watches on and offline and all our watches are checked by WOSTEP (Watches of Switzerland Training Enterprise Program) trained watchmakers.,Wir kaufen und verkaufen Premium-Markenuhren sowohl online als auch offline und alle unsere Uhren werden von WOSTEP (Watches of Switzerland Training Enterprise Program) ausgebildeten Uhrmachern geprüft.,"Wir kaufen und verkaufen Uhren der besten Marken online und offline, und alle unsere Uhren werden von gemäß dem WOSTEP (Watches of Switzerland Training Enterprise Program) ausgebildeten Uhrmachern geprüft.",100.0,Online-A,1,ecommerce,2022
en-de,"Where stated, watches will come with a mechanical warranty.","Wo angegeben, werden Uhren mit einer mechanischen Garantie geliefert.","Wo angegeben, werden Uhren mit einer mechanischen Garantie bereitgestellt.",100.0,Online-A,1,ecommerce,2022
en-de,Warranty does not cover misuse or abuse of watches and it is advised that all vintage watches should be tested for water resistance before any immersion.,"Die Garantie deckt nicht den Missbrauch oder Missbrauch von Uhren ab und es wird empfohlen, dass alle Vintage-Uhren vor jedem Eintauchen auf Wasserdichtigkeit getestet werden sollten.","Die Garantie erstreckt sich nicht auf missbräuchliche oder nicht sachgerechte Verwendung der Uhren und es wird empfohlen, alle älteren Uhren auf Wasserdichtigkeit zu prüfen, bevor sie ins Wasser eingetaucht werden.",100.0,Online-A,1,ecommerce,2022
en-de,The office remains closed on the weekend.,Das Büro bleibt am Wochenende geschlossen.,Am Wochenende ist das Büro geschlossen.,99.0,Online-A,1,ecommerce,2022
en-de,"On the days the office is closed, we will not be able dispatch your orders.","An den Tagen, an denen das Büro geschlossen ist, können wir Ihre Bestellungen nicht versenden.","An den Tagen, an denen das Büro geschlossen ist, können wir Ihre Bestellungen nicht versenden.",99.0,Online-A,1,ecommerce,2022
en-de,Also all orders placed on the weekends will be dispatched within the next working days.,"Auch alle Bestellungen, die an den Wochenenden aufgegeben werden, werden innerhalb der nächsten Werktage versandt.",Zudem werden alle an Wochenenden aufgegebenen Bestellungen innerhalb der folgenden Werktage versandt.,100.0,Online-A,1,ecommerce,2022
en-de,Our aim is to offer our customers the best service possible.,"Unser Ziel ist es, unseren Kunden den bestmöglichen Service zu bieten.","Unser Ziel ist es, unseren Kunden den bestmöglichen Service zu bieten.",99.33333333333331,Online-A,1,ecommerce,2022
en-de,That is why we dispatch our orders within 1 working day once the payment has cleared.,"Deshalb versenden wir unsere Bestellungen innerhalb von 1 Werktag, sobald die Zahlung eingegangen ist.",Aus diesem Grund versenden wir unsere Bestellungen innerhalb 1 Werktags nach Zahlungsabwicklung.,99.0,Online-A,1,ecommerce,2022
en-de,"The delivery services we offer is standard tracked post (2-3 working days), first class service, as well as an express service.","Die von uns angebotenen Lieferdienste sind Standard-Sendungsverfolgung (2-3 Werktage), erstklassiger Service sowie ein Express-Service.","Unsere Lieferservices sind Standardpost mit Sendungsverfolgung (2-3 Werktage), Premium-Service und Express-Service.",99.5,Online-A,1,ecommerce,2022
en-de,"Please note, there may be slight delays from the courier service during festive occasions (e.g. Christmas).","Bitte beachten Sie, dass es zu festlichen Anlässen (z.B. Weihnachten) zu leichten Verzögerungen beim Kurierdienst kommen kann.","Beachten Sie, dass an Feiertagen mit leichten Verspätungen bei unserem Kurierservice zu rechnen ist (z. B. über Weihnachten).",100.0,Online-A,1,ecommerce,2022
en-de,Returns must be within 30 days of delivery in the exact same condition as they were sent.,"Rücksendungen müssen innerhalb von 30 Tagen nach Lieferung in genau dem Zustand erfolgen, in dem sie gesendet wurden.","Rückgaben müssen innerhalb von 30 Tagen nach Lieferung in dem gleichen Zustand erfolgen, in dem die Produkte versandt wurden.",99.66666666666669,Online-A,1,ecommerce,2022
en-de,Please kindly message us via eBay messages regarding your return.,Bitte senden Sie uns eine Nachricht über eBay-Nachrichten bezüglich Ihrer Rücksendung.,Bitte kontaktieren Sie uns bezüglich Ihrer Rückgabe über eBay-Nachrichten.,99.66666666666669,Online-A,1,ecommerce,2022
en-de,Please include your eBay user name and a reason for return on a note to the parcel to speed up your refund or exchange process.,"Bitte geben Sie Ihren eBay-Benutzernamen und einen Grund für die Rücksendung auf einem Zettel an das Paket an, um Ihren Rückerstattungs- oder Umtauschprozess zu beschleunigen.","Bitte geben Sie Ihren eBay-Benutzernamen an und nennen Sie den Grund für die Rückgabe auf einer Notiz, die Sie dem Paket beilegen, um den Erstattungs- bzw. Umtauschprozess zu beschleunigen.",99.5,Online-A,1,ecommerce,2022
en-de,"We will refund delivery costs if the goods are faulty, but for all other returns, this will not apply.","Wir erstatten die Versandkosten, wenn die Ware fehlerhaft ist, aber für alle anderen Rücksendungen gilt dies nicht.","Wir erstatten die Versandkosten, wenn die Waren fehlerhaft waren, dies gilt jedoch nicht für alle anderen Rückgaben.",100.0,Online-A,1,ecommerce,2022
en-de,"A tried and tested favourite, this British made sleeping bag combines micro pack size with serious performance.",Dieser in Großbritannien hergestellte Schlafsack ist ein bewährter Favorit und kombiniert Mikropackmaß mit ernsthafter Leistung.,"Der vielfach erprobte und getestete, in Großbritannien hergestellte Schlafsack kombiniert Mikropackgröße mit Topleistung.",78.0,Online-A,1,ecommerce,2022
en-de,Many view the Softie 12 Osprey the ultimate four season synthetic fill sleeping bag available.,Viele sehen im Softie 12 Osprey den ultimativen vierjährigen synthetischen Füllschlafsack auf dem Markt.,Manche betrachten den Softie 12 Osprey als den besten aller ganzjährigen Schlafsäcke mit synthetischer Füllung auf dem Markt.,58.0,Online-A,1,ecommerce,2022
en-de,"Since 1987, it has been setting the standard for winter pack size performance for others to follow.","Seit 1987 setzt es den Standard für die Winterpackungsleistung, dem andere folgen können.","Seit 1987 setzt er den Leistungsstandard für Winterschlafsäcke, den andere erst einmal erreichen müssen.",77.0,Online-A,1,ecommerce,2022
en-de,Those who know about the Softie 12 Osprey have either used one or wished they had one.,"Diejenigen, die über den Softie 12 Osprey Bescheid wissen, haben entweder einen benutzt oder wünschten, sie hätten einen.","Wer den Softie 12 Osprey kennt, hat ihn entweder bereits genutzt oder wünschte, er hätte einen.",78.0,Online-A,1,ecommerce,2022
en-de,Used from the heights of the Scottish mountains to the bottom of your snow hole.,Verwendet von den Höhen der schottischen Berge bis zum Boden Ihres Schneelochs.,Sein Einsatzgebiet reicht von den Gipfeln der schottischen Berge bis zum Boden Ihres Schneelochs.,73.5,Online-A,1,ecommerce,2022
en-de,The Softie 12 Osprey like many of our other sleeping bags in the Softie Original Series have been assigned a NATO Stock Number.,Der Softie 12 Osprey hat wie viele unserer anderen Schlafsäcke in der Softie Original Serie eine NATO-Lagernummer erhalten.,Wie viele unserer anderen Schlafsäcke der Softie Original Series wurde dem Softie 12 Osprey eine NATO-Lagerbestandsnummer zugewiesen.,78.5,Online-A,1,ecommerce,2022
en-de,"The quilted top of the bag is tailored, pleated, and fitted with a drawcord so it pulls into shape, rather like a jacket hood.","Die gesteppte Oberseite der Tasche ist maßgeschneidert, plissiert und mit einem Kordelzug versehen, so dass sie sich wie eine Jackenkapuze in Form bringt.","Das gesteppte Kopfteil des Schlafsacks ist zugeschnitten, plissiert und mit einer Kordel versehen, um es in die passende Form zu bringen, ähnlich wie bei einer Kapuzenjacke.",79.0,Online-A,1,ecommerce,2022
en-de,"To prevent the 2-way zip from snagging either the zip baffle or the bag edges, an ""anti-snag strip"" of webbing is sewn in behind the zip.","Um zu verhindern, dass sich der 2-Wege-Reißverschluss entweder an der Reißverschlussleiste oder an den Beutelkanten verfängt, ist hinter dem Reißverschluss ein ""Anti-Haken-Streifen"" aus Gurtband eingenäht.","Um zu verhindern, dass der 2-Wege-Reißverschluss sich in der Reißverschlussblende oder in den Rändern des Schlafsacks verhakt, ist hinter dem Reißverschluss ein Gewebeschutzstreifen eingenäht.",75.0,Online-A,1,ecommerce,2022
en-de,"Liner Fastening and Hanging Tabs Inner tabs are provided to keep a loose liner in position, corresponding in position with the tabs we provide on our liners.","Liner Fastening und Hanging Tabs Innere Tabs werden mitgeliefert, um einen losen Liner in Position zu halten, der in Position mit den Tabs entspricht, die wir auf unseren Linern anbieten.",Futterbefestigungs- und Aufhängelaschen – Innenlaschen halten ein loses Futter an der richtigen Stelle und entsprechen der Position der Laschen am Futter.,57.0,Online-A,1,ecommerce,2022
en-de,External tabs allow you to easily hang the bag for airing and drying.,"Externe Laschen ermöglichen es Ihnen, den Beutel zum Lüften und Trocknen einfach aufzuhängen.",An Außenlaschen lässt sich der Schlafsack rasch zum Lüften und Trocknen aufhängen.,77.0,Online-A,1,ecommerce,2022
en-de,"Tapering the bag to a circle foot creates the ""mummy"" shape which is easy to warm and minimises the weight of material used.","Wenn Sie die Tasche zu einem kreisförmigen Fuß verjüngen, entsteht die ""Mumienform"", die leicht zu erwärmen ist und das Gewicht des verwendeten Materials minimiert.","Zum Fußende hin verschmälert sich der Schlafsack zu einer „Mumienform“, die sich leicht aufwärmen lässt und das Materialgewicht minimiert.",69.0,Online-A,1,ecommerce,2022
